epoch,train_loss,train_pixel_loss,train_dice_loss,val_f1,val_precision,val_recall,val_miou,val_loss
1,0.9791239653665995,0.174438334540608,0.8046856295202196,0.6804661747104127,0.6235419959666217,0.7488279236452291,0.5156868048277349,0.06457195022986048
2,0.4886523927609945,0.04930420361996926,0.43934818887218985,0.7390677730988358,0.7595752765710898,0.719638517742711,0.5861280767167276,0.043796210505423094
3,0.35002646710454804,0.04019739878239091,0.3098290673236257,0.7527496669302605,0.7881272489661116,0.7204117199453145,0.6035273392784718,0.045361087347070374
4,0.31640214542138206,0.038906381043039034,0.2774957639654887,0.7987119944519041,0.8778534280349946,0.7326602246786206,0.6648796949772731,0.03659313123318411
5,0.3017566139550553,0.0369994775824172,0.26475713670868234,0.7879077273995937,0.8227250666773162,0.7559176560109002,0.6500394016576612,0.040581216503466876
6,0.2773710983930175,0.033447273824479165,0.2439238238580448,0.790240059648742,0.8227556098683729,0.7601968597353619,0.6532205618186637,0.041965386076342495
7,0.2731271939179332,0.033082920472262446,0.24004427305201895,0.7998072931655282,0.8431634841675769,0.7606918727857059,0.6663990681838305,0.03766111257885184
8,0.26932615917368036,0.03347438731298004,0.23585177082376382,0.8255392200496946,0.857106996899624,0.7962141729190716,0.7029091500081007,0.03200262931308576
9,0.2519725908323662,0.0296937818879012,0.22227880881004727,0.8300571738043517,0.8573814309820459,0.8044207529107256,0.7094852532599889,0.031356282177425567
10,0.25587193468182357,0.031339746227814366,0.2245321888284585,0.823512208800997,0.8677316033397422,0.7835811125929363,0.6999751492869782,0.0325544968779598
11,0.2460213426462154,0.029655064523373683,0.2163662787565251,0.8173142642787302,0.8837894015857721,0.760139585498132,0.6910663145757916,0.033633733434336524
12,0.23796161556059553,0.028138588941127984,0.20982302587056897,0.8304523130076605,0.8553198685316983,0.8069899115521806,0.7100628138442177,0.02860460692040977
13,0.23834723495331006,0.028382361511287,0.2099648732499978,0.8275553787617516,0.8146964856229708,0.8408267127042096,0.7058375059240243,0.033172487636052427
14,0.23186235982425435,0.02798328157418321,0.2038790786389223,0.842670237060162,0.8692826945492758,0.8176388286599948,0.7281159378050825,0.02885506328727518
15,0.23785989247646527,0.02836197197014831,0.20949792124561428,0.8180356214396507,0.8267129010694841,0.8095386151089107,0.6920983785447232,0.03536678398294108
16,0.23367393493037864,0.027951921009909862,0.20572201431412057,0.8147422057444521,0.8461985933120253,0.7855407097095874,0.687396630605192,0.03466656635559741
17,0.22080668991373986,0.025790184246587383,0.1950165057919689,0.8310841660317205,0.8790510262751604,0.7880812312324275,0.7109871818057409,0.03163623752161151
18,0.22185107589382486,0.026124241512230376,0.19572683462162607,0.8367337704985457,0.8785691463749002,0.7987015112216268,0.7192968882404256,0.029964028591556207
19,0.22616696480623225,0.0267537016440759,0.1994132639206562,0.8250450561672684,0.8828778401272077,0.7743231412464193,0.7021929385227548,0.03202117584823143
20,0.2542540023929065,0.031138221757275236,0.22311578091886855,0.8300328556180155,0.8801037951237893,0.7853525229301178,0.7094497209800543,0.03009727814545234
21,0.2316579810276474,0.02796665017886721,0.20369133076716944,0.8450452178839556,0.8681604597879319,0.8231289734001741,0.7316695334062783,0.028230520985310988
22,0.2034207723804356,0.022529611066367822,0.18089116111244122,0.8569944667759277,0.8500122742839323,0.8640923260703792,0.7497728144035402,0.02604605754216512
23,0.2092866094917366,0.02418090986836817,0.1851056992393179,0.8457643664318208,0.8900252171476202,0.8056971501975632,0.7327484531556097,0.027504006001566137
24,0.2039260387267034,0.022671156879706483,0.18125488217343988,0.8472403146418792,0.8849136874929998,0.8126436969701596,0.734966996211197,0.028757836669683456
25,0.2166628237698496,0.025867495349771584,0.19079532881372982,0.8532352305023044,0.8661457147914563,0.8407039821958598,0.744036843401036,0.02803725607338406
26,0.2117516676482466,0.02439635881635639,0.1873553094175673,0.8489043553449365,0.8792724785964711,0.8205639057756641,0.7374750898969498,0.027722672958459173
27,0.19988382177561828,0.02265484471680577,0.17722897799973636,0.8568061708411217,0.887203550601732,0.8284227493269938,0.7494846085800827,0.026343306482193015
28,0.20518176557169748,0.023581190087554074,0.1816005762090388,0.853937226355942,0.8818056227419525,0.8277763686496851,0.7451051152787885,0.025970284117474443
29,0.19813025535381945,0.022597722949210516,0.17553253272145064,0.8376805052432311,0.8940581788812195,0.7879912288596377,0.720697293292697,0.02949531092530205
30,0.2014974422522427,0.022718395552953186,0.1787790459455903,0.8622671867173386,0.8839660543559615,0.841608096940703,0.7578819784705109,0.02420203529653095
31,0.185821300468494,0.020303325007487202,0.1655179753745954,0.8541606462728328,0.9023619609556698,0.810847740531308,0.7454453821967194,0.02653542147683246
32,0.19343838886809103,0.021894673480815495,0.17154371492641488,0.8570770449457147,0.8616968047933945,0.8525065660821618,0.7498992385311587,0.02612459659576416
33,0.18761079935068936,0.0212110507148366,0.1663997486694572,0.8631825465158337,0.8983501533042992,0.8306646266128495,0.7592974163559453,0.025107144333776973
34,0.18559093880899175,0.02054127085877141,0.16504966721092304,0.8569393288101381,0.9010183317766933,0.8169719928979611,0.7496884103672722,0.02646517704817511
35,0.1945740846321755,0.022464418678170013,0.17210966532992333,0.8556170468452812,0.8845733853988833,0.8284963876320036,0.7476667257368735,0.026559223332220598
36,0.19413461743556348,0.021457354398924357,0.1726772631566549,0.8484892265952618,0.8837372112704371,0.8159451476447681,0.7368487163667125,0.02808975898438976
37,0.18769625005955548,0.021584142647568406,0.166112107099946,0.8622099820537993,0.8822094083500976,0.8430972271086802,0.7577935974465991,0.0251593195079338
38,0.17314006349782354,0.018432125737218513,0.15470793812545305,0.861980930828929,0.8899538206848091,0.8357129415229696,0.7574398030389266,0.02539141329803637
39,0.17502603795110566,0.01917445057158157,0.15585158657781856,0.8599122744057572,0.8932861910408677,0.8289423084790077,0.7542509789907552,0.026391962986616863
40,0.17865422229791425,0.019232245493372997,0.15942197669412672,0.860257659268513,0.881363060878484,0.8401394218574509,0.7547825831277908,0.025582484812253996
41,0.16742245184699284,0.017499776475477156,0.149922675693158,0.852890266978018,0.8963454490539776,0.813453718325268,0.7435123694995085,0.02733769587108067
42,0.17318616246746987,0.018810085126573277,0.15437607851225077,0.8669456225906982,0.8821494357519052,0.8522570140485173,0.765140357514048,0.02426113152787799
43,0.17352922975095278,0.01931175496429205,0.15421747485386958,0.8601473558715196,0.8944557578220199,0.8283736571236539,0.7546127730302963,0.025790140520603883
44,0.1653785397557868,0.01750457752496004,0.1478739614339219,0.8611258478455115,0.894946080940323,0.8297686939018961,0.7561202921188026,0.02575584909036046
45,0.16929925117910521,0.018049477148301823,0.15124977433804385,0.8652616474536342,0.8822063981294129,0.8489555633739088,0.7625208527775251,0.025022209001084168
46,0.1688171930073463,0.01827074525897036,0.15054644813242646,0.8617499199131811,0.8990465183472585,0.8274245411924157,0.7570831258960071,0.02633130368554876
47,0.15922674429170863,0.016615310899874905,0.14261143355025457,0.8623620226221468,0.8995289726270485,0.8281445601747344,0.7580285192174905,0.025392612486722924
48,0.15823593889315105,0.016220376394765892,0.14201556222954975,0.864287999595108,0.8921954618700887,0.83807345830023,0.7610098405964255,0.025974752691884834
49,0.16038137489987403,0.016883584046640348,0.14349779148691708,0.866421332756965,0.8871266417475014,0.8466605028677682,0.7643239649887076,0.024881498222904547
50,0.15543937468037164,0.015920820065111536,0.13951855406318744,0.8681134824171262,0.8936484490398431,0.8439972508365784,0.7669615970853649,0.024527376650699546
51,0.15369399575535783,0.015922013814225026,0.13777198250760736,0.8665749373255196,0.8978297484121855,0.8374229866059762,0.7645630705331912,0.025233575054222628
52,0.15440145503614366,0.01625588854064339,0.13814556721559504,0.8655790270549795,0.8894884757015861,0.8429213133800455,0.7630139573465575,0.025396001037387622
53,0.15156273290361325,0.015194142352520805,0.13636859053188993,0.8678006016191289,0.8872465837154946,0.8491887513397732,0.766473301159057,0.02528065469648157
54,0.154358555591598,0.015856847872707955,0.1385017074260515,0.868464658355152,0.8900335378814498,0.8479164450698807,0.767509979781194,0.02546027870405288
55,0.1462649122341392,0.0145061830317928,0.13175872920714704,0.8655851703517131,0.8929393189419681,0.8398571416882464,0.7630235047499827,0.025935003489610694
56,0.1480400937887811,0.015170886310911978,0.13286920675297373,0.8663654001365557,0.8865563129409773,0.8470736955792124,0.7642369146615301,0.025680428991715114
57,0.14953109253313124,0.015441986804194365,0.13408910552250972,0.8670468093278686,0.8888268276439498,0.8463086754104989,0.7652980063851622,0.025724465603984538
58,0.1513354223720806,0.015371040964364698,0.13596438132610517,0.8671104527943506,0.8908233446379954,0.8446272674461072,0.7653971772922631,0.02549095301046258
59,0.14945279676275156,0.014915710598345577,0.1345370854299093,0.8676056524080922,0.8889909595885501,0.8472250632061771,0.7661691910409708,0.025435259787454492
60,0.14891211196933826,0.015455899467288526,0.13345621234362887,0.8680619685931528,0.8898909909638559,0.847278246426462,0.7668811837193862,0.025328587385870162
