radius,mean_uncertainty_all,mean_uncertainty_certain_positive,mean_uncertainty_uncertain_boundary,mean_uncertainty_certain_negative,pixels_certain_positive,pixels_uncertain_boundary,pixels_certain_negative
1,0.0012468351051211357,0.019843975082039833,0.06003139540553093,0.0003456458798609674,5651,2112,254381
2,0.0005628009093925357,0.0008446011343039572,0.017212534323334694,0.0002934087242465466,4173,4038,253933
2,0.0012468351051211357,0.014377251267433167,0.048627544194459915,0.00021728724823333323,4619,4224,253301
3,0.0005628009093925357,0.0007614030037075281,0.013309900648891926,0.000255167338764295,3208,6053,252883
3,0.0012468351051211357,0.012384384870529175,0.038026079535484314,0.00016394388512708247,3605,6334,252205
1,0.0006006271578371525,0.00493658659979701,0.03817378729581833,0.00017634827236179262,4846,2320,254978
1,0.00075003772508353,0.005088962614536285,0.025606611743569374,0.0005013475310988724,3222,2008,256914
2,0.0006006271578371525,0.002380482852458954,0.026879625394940376,9.474126272834837e-05,3716,4634,253794
2,0.00075003772508353,0.002934907330200076,0.020813191309571266,0.0004162232798989862,2245,4013,255886
3,0.0006006271578371525,0.0016705625457689166,0.01943882554769516,7.178274245234206e-05,2607,6943,252594
3,0.00075003772508353,0.002293482655659318,0.015112643130123615,0.0004032948345411569,1288,6014,254842
1,0.0005703250644728541,0.004854045808315277,0.030092792585492134,0.00022625082056038082,4395,2339,255410
1,0.0010378255974501371,0.018389306962490082,0.04622302204370499,0.0003781056439038366,4473,2015,255656
2,0.0005703250644728541,0.004490823484957218,0.023311739787459373,0.00010209391621174291,3255,4673,254216
2,0.0010378255974501371,0.0168045312166214,0.041352640837430954,0.00018403206195216626,3494,4026,254624
3,0.0005703250644728541,0.0043687219731509686,0.019308339804410934,1.9855382561217993e-05,2139,6999,253006
3,0.0010378255974501371,0.014700133353471756,0.03519175201654434,8.882549445843324e-05,2537,6031,253576
1,0.0008316729217767715,0.013386701233685017,0.06264586746692657,9.67235755524598e-05,3959,2239,255946
1,0.0007012510322965682,0.004457548260688782,0.033206094056367874,0.00035183739964850247,4761,2193,255190
2,0.0008316729217767715,0.009837260469794273,0.04164291173219681,1.3464604307955597e-05,2866,4476,254802
2,0.0007012510322965682,0.002932891948148608,0.019571302458643913,0.0003434114041738212,3695,4381,254068
3,0.0008316729217767715,0.009205191396176815,0.029798483476042747,6.731110261171125e-06,1797,6704,253643
3,0.0007012510322965682,0.0011467145523056388,0.014481215737760067,0.0003390737692825496,2652,6562,252930
1,0.0006117625162005424,0.004907558206468821,0.027225308120250702,0.0002503547875676304,6326,2420,253398
1,0.0003391376812942326,0.00524512492120266,0.02425360679626465,5.893058914807625e-05,3998,2179,255967
2,0.0006117625162005424,0.001293259672820568,0.023187439888715744,0.00016481729107908905,5143,4837,252164
2,0.0003391376812942326,0.003675535786896944,0.016268981620669365,2.8388651116983965e-05,2934,4357,254853
3,0.0006117625162005424,0.000918458157684654,0.01715082675218582,0.00012901201262138784,3980,7250,250914
3,0.0003391376812942326,0.002890980802476406,0.012382307089865208,1.0204386853729375e-05,1892,6529,253723
1,0.0004902072250843048,0.008602490648627281,0.04244700074195862,6.7543463956099e-05,3190,1972,256982
1,0.0011903003323823214,0.005762776825577021,0.05939537286758423,0.000620287552010268,4244,2171,255729
2,0.0004902072250843048,0.004361154977232218,0.026383573189377785,5.827278073411435e-05,2234,3936,255974
2,0.0011903003323823214,0.0033028540201485157,0.03618710860610008,0.0005686644581146538,3193,4330,254621
3,0.0004902072250843048,0.002654410433024168,0.01878884620964527,5.6202505220426247e-05,1301,5893,254950
3,0.0011903003323823214,0.0017949441680684686,0.02679014764726162,0.0005304414080455899,2164,6483,253497
1,0.001409938675351441,0.0013934532180428505,0.04747017100453377,0.0009956283029168844,7822,2270,252052
1,0.0006283486145548522,0.00350893079303205,0.046526409685611725,0.00016282877186313272,5128,2262,254754
2,0.001409938675351441,0.000522356538567692,0.03262762352824211,0.0008692981791682541,6716,4536,250892
2,0.0006283486145548522,0.0010679513216018677,0.027102962136268616,0.00014930174802429974,4022,4522,253600
3,0.001409938675351441,0.0004735059919767082,0.0245833657681942,0.0008006828720681369,5633,6793,249718
3,0.0006283486145548522,0.0007670475170016289,0.0187575351446867,0.0001399484754074365,2936,6778,252430
