epoch,train_loss,train_pixel_loss,train_dice_loss,val_f1,val_precision,val_recall,val_miou,val_loss
40,0.16004115865402616,0.015811062528338936,0.14423009599607015,0.8639236167066008,0.8955993290535221,0.8344119981344621,0.7604450177842782,0.025419478038591996
41,0.16129918834290555,0.016679573583311028,0.14461961480760083,0.8516676644438457,0.9153533956930865,0.7962673561393565,0.7416560927003151,0.02686687314971572
42,0.1530698871182412,0.015254244935631598,0.13781564198818402,0.8631284925936762,0.9026710313011774,0.8269049820404017,0.7592137684425329,0.025693396239408424
43,0.1603935051363768,0.01663011198229704,0.14376339224195972,0.860256962672687,0.9027325155414505,0.8215989330627471,0.7547815106153198,0.025489239997807004
44,0.1494073639671827,0.014529773072560424,0.13487759140348926,0.8662162140980673,0.9020468548597453,0.8331233277967897,0.7640047720519536,0.02489414531737566
45,0.1461910861976368,0.014034051894565526,0.13215703386621377,0.8633238466856903,0.8986563042169343,0.8306646266128495,0.7595161145524448,0.025966987102514223
46,0.146271355911014,0.014045163878652546,0.1322261924596177,0.863586367884627,0.9131172360956151,0.8191525049296419,0.759922577706905,0.02625320355097453
47,0.14973840724254392,0.01468574069920428,0.13505266683617817,0.8606660214273907,0.9154472294601463,0.8120709545978607,0.7554115354755927,0.02644487869526659
48,0.14429058787441745,0.013672393242607718,0.13061819432936994,0.8606268657514936,0.906364701995406,0.8192834174718816,0.7553512090431848,0.028234196294631277
49,0.14796369653387167,0.014493835653111185,0.1334698605783207,0.8642367553984447,0.9013593958240381,0.8300509740711006,0.7609303860606821,0.025545342027076652
50,0.1422639613606266,0.013833131415519825,0.12843082983469226,0.8655204688251132,0.9030283361932896,0.8310041810192837,0.7629229561578824,0.02537949542914118
51,0.13644709522576676,0.012460776631115484,0.12398631855384591,0.8670170967475441,0.9003683208797009,0.8360484049124589,0.7652517112771757,0.025290502944872492
52,0.14362788738049181,0.0140907093018447,0.12953717806904586,0.863972007146389,0.9002927088876662,0.8304682577994897,0.7605200059942769,0.025740368823919977
53,0.1432703826384446,0.013463947753969235,0.12980643498528863,0.8660917692808477,0.9023288393929455,0.8326528608481155,0.7638111750334649,0.02553204930431786
54,0.1407108982045626,0.0135076519716339,0.12720324636734637,0.8652562172132722,0.9048877972535042,0.8289504905128977,0.7625124183399778,0.02568082542469104
55,0.13625778219441778,0.0127273293970556,0.1235304530133906,0.8650331891791403,0.9063707342434403,0.8273018106840659,0.7621660736898946,0.025916687833766144
56,0.13728301895340694,0.012563691983364293,0.12471932725808055,0.8655525018684593,0.9037464105246352,0.8304559847486548,0.7629727352682211,0.02593587108311199
57,0.1397657114052281,0.012958067618118426,0.12680764419516338,0.8659341263114132,0.9007274945194425,0.8337287983046484,0.7635659931284582,0.025750693288587388
58,0.13661819074264506,0.012689301326448462,0.12392888917136438,0.8664042375086434,0.9032336817808152,0.8324605830517009,0.7642973580029611,0.02544978531520991
59,0.13467798589431135,0.012326026076124501,0.12235195980858557,0.8672983928440203,0.8974482384444012,0.8391084855873129,0.765690095417254,0.02540357056118193
60,0.13521547953492588,0.012075571127274294,0.12313990863328128,0.8674132422078358,0.90248151685588,0.834968376438981,0.7658691442894808,0.025445395060593172
