center,mask_name,operation,radius,f1,precision,recall,miou,gt_area,perturbed_area,area_ratio
Colour1,Color1_000016.PNG,dilation,3,0.7907636057430407,0.653936392072237,0.9999999999933559,0.653936392072237,15051.0,23016.0,1.5292007175501348
Colour1,Color1_000017.PNG,erosion,1,0.9508573902450453,0.999999999996092,0.9063186229336746,0.9063186229336746,28234.0,25589.0,0.9063186229336746
Colour1,Color1_000017.PNG,erosion,2,0.894951026869203,0.9999999999956266,0.809874619250514,0.809874619250514,28234.0,22866.0,0.809874619250514
Colour1,Color1_000017.PNG,erosion,3,0.8352309744563081,0.9999999999950607,0.7170786994378512,0.7170786994378512,28234.0,20246.0,0.7170786994378512
Colour1,Color1_000017.PNG,dilation,1,0.9551581902569883,0.9141654524820652,0.9999999999964582,0.9141654524820652,28234.0,30885.0,1.0938938867992707
Colour1,Color1_000017.PNG,dilation,2,0.9125845941078128,0.839223612636093,0.9999999999964582,0.839223612636093,28234.0,33643.0,1.1915775306326004
Colour1,Color1_000017.PNG,dilation,3,0.8748760043249605,0.7775819333495522,0.9999999999964582,0.7775819333495522,28234.0,36310.0,1.2860381100754903
Colour1,Color1_000018.PNG,erosion,1,0.9486738157181037,0.9999999999959275,0.9023592532672998,0.9023592532672998,27212.0,24555.0,0.9023592532672998
Colour1,Color1_000018.PNG,erosion,2,0.8901893916564079,0.9999999999954184,0.8021093635131482,0.8021093635131482,27212.0,21827.0,0.8021093635131482
Colour1,Color1_000018.PNG,erosion,3,0.827397447877116,0.9999999999947919,0.7056078200767837,0.7056078200767837,27212.0,19201.0,0.7056078200767837
Colour1,Color1_000018.PNG,dilation,1,0.9533518515891651,0.9108619246831435,0.9999999999963252,0.9108619246831435,27212.0,29875.0,1.0978612376852201
Colour1,Color1_000018.PNG,dilation,2,0.9092791965741469,0.8336498989006995,0.9999999999963252,0.8336498989006995,27212.0,32642.0,1.1995443186785257
Colour1,Color1_000018.PNG,dilation,3,0.8702409204740377,0.770289014066379,0.9999999999963252,0.770289014066379,27212.0,35327.0,1.298214023220277
Colour1,Color1_000019.PNG,erosion,1,0.9649649150234131,0.9999999999968565,0.9323017408096468,0.9323017408096468,34122.0,31812.0,0.9323017408096468
Colour1,Color1_000019.PNG,erosion,2,0.9262213333232997,0.9999999999966024,0.8625813258283144,0.8625813258283144,34122.0,29433.0,0.8625813258283144
Colour1,Color1_000019.PNG,erosion,3,0.8862122499002696,0.9999999999963167,0.7956743449950305,0.7956743449950305,34122.0,27150.0,0.7956743449950305
Colour1,Color1_000019.PNG,dilation,1,0.9671494072661507,0.9363885839710856,0.9999999999970693,0.9363885839710856,34122.0,36440.0,1.0679327120301625
Colour1,Color1_000019.PNG,dilation,2,0.935092645567154,0.8780977379734988,0.9999999999970693,0.8780977379734988,34122.0,38859.0,1.1388253912398487
Colour1,Color1_000019.PNG,dilation,3,0.9060180325655364,0.82818378194503,0.9999999999970693,0.82818378194503,34122.0,41201.0,1.2074614618099542
Colour1,Color1_000020.PNG,erosion,1,0.9639401678286658,0.9999999999971367,0.9303905375860984,0.9303905375860984,37538.0,34925.0,0.9303905375860984
Colour1,Color1_000020.PNG,erosion,2,0.9240888595561761,0.9999999999968984,0.8588896584771195,0.8588896584771195,37538.0,32241.0,0.8588896584771195
Colour1,Color1_000020.PNG,erosion,3,0.8826479243729025,0.9999999999966276,0.7899461878608611,0.7899461878608611,37538.0,29653.0,0.7899461878608611
Colour1,Color1_000020.PNG,dilation,1,0.966266343866272,0.9347344306358855,0.999999999997336,0.9347344306358855,37538.0,40159.0,1.069822579782967
Colour1,Color1_000020.PNG,dilation,2,0.9335372103869097,0.8753585336826356,0.999999999997336,0.8753585336826356,37538.0,42883.0,1.1423890457639128
Colour1,Color1_000020.PNG,dilation,3,0.9038113775184407,0.824503602177068,0.999999999997336,0.824503602177068,37538.0,45528.0,1.212850977672724
Colour1,Color1_000021.PNG,erosion,1,0.9279405197938615,0.9999999999911047,0.8655682168088576,0.8655682168088576,12988.0,11242.0,0.8655682168088576
Colour1,Color1_000021.PNG,erosion,2,0.8423210137189144,0.9999999999894179,0.7275947027969849,0.7275947027969849,12988.0,9450.0,0.7275947027969849
