radius,mean_uncertainty_all,mean_uncertainty_certain_positive,mean_uncertainty_uncertain_boundary,mean_uncertainty_certain_negative,pixels_certain_positive,pixels_uncertain_boundary,pixels_certain_negative
3,0.0009880589786916971,0.01843080297112465,0.036050233989953995,0.00012667458213400096,2178,5176,254790
3,0.0009961944306269288,0.019678262993693352,0.02548092231154442,0.00010808626393554732,4431,5758,251955
1,0.0005267891683615744,0.010246051475405693,0.04717681184411049,6.0828588175354525e-05,3185,1904,257055
1,0.0008217799477279186,0.002157342853024602,0.05355476960539818,0.0003282246761955321,5581,2239,254324
2,0.0005267891683615744,0.010038571432232857,0.02924913540482521,1.6067264368757606e-05,2260,3805,256079
2,0.0008217799477279186,0.001282126409932971,0.02972661890089512,0.00030294444877654314,4491,4473,253180
3,0.0005267891683615744,0.011959019117057323,0.020971156656742096,1.0938428204099182e-05,1408,5649,255087
3,0.0008217799477279186,0.001184097956866026,0.02062372677028179,0.00029003311647102237,3419,6705,252020
1,0.0015971878310665488,0.016910109668970108,0.037740450352430344,0.0006099489401094615,11303,2008,248833
1,0.0006005922332406044,0.0062129804864525795,0.04312397539615631,0.0002251699479529634,3540,1800,256804
2,0.0015971878310665488,0.015047980472445488,0.039070576429367065,0.0004295534163247794,10323,4016,247805
2,0.0006005922332406044,0.005272816866636276,0.026407063007354736,0.0001893908338388428,2669,3594,255881
3,0.0015971878310665488,0.013336117379367352,0.03713851794600487,0.00028489463147707283,9365,6018,246761
3,0.0006005922332406044,0.005740499123930931,0.019381608814001083,0.0001673872902756557,1818,5383,254943
1,0.0007580230012536049,0.0024867260362952948,0.04855853691697121,0.0004779383889399469,2108,1439,258597
1,0.00044492032611742616,0.006642736494541168,0.029091063886880875,0.00019302494183648378,2675,1688,257781
2,0.0007580230012536049,0.0011150420177727938,0.028163524344563484,0.00045070741907693446,1418,2873,257853
2,0.00044492032611742616,0.005133587867021561,0.020185040310025215,0.0001517274067737162,1856,3375,256913
3,0.0007580230012536049,0.0007462403154931962,0.019782597199082375,0.00044408318353816867,808,4243,257093
3,0.00044492032611742616,0.005039137322455645,0.01524410955607891,0.00013362523168325424,1055,5058,256031
1,0.00049751898040995,0.0038113605696707964,0.041837528347969055,5.9616642829496413e-05,5520,2252,254372
1,0.0012123979395255446,0.007327871862798929,0.058805812150239944,0.000662072969134897,5741,1823,254580
2,0.00049751898040995,0.003655905369669199,0.02329656295478344,3.7125617382116616e-05,4421,4501,253222
2,0.0012123979395255446,0.0065636285580694675,0.034189373254776,0.000636399956420064,4858,3642,253644
3,0.00049751898040995,0.003557063639163971,0.01631738804280758,3.365254815435037e-05,3344,6744,252056
3,0.0012123979395255446,0.0070162564516067505,0.02382710948586464,0.0006325978902168572,4000,5452,252692
1,0.0005287365056574345,0.005868169479072094,0.04204316437244415,6.904517795192078e-05,5638,2092,254414
1,0.0006571562844328582,0.011891061440110207,0.050575751811265945,3.482294414425269e-05,4386,2199,255559
2,0.0005287365056574345,0.00462545407935977,0.025638867169618607,3.947996083297767e-05,4617,4183,253344
2,0.0006571562844328582,0.009816558100283146,0.031085871160030365,1.2320339919824619e-05,3312,4395,254437
3,0.0005287365056574345,0.0035496328491717577,0.019003689289093018,2.6229085051454604e-05,3616,6270,252258
3,0.0006571562844328582,0.009203369729220867,0.02257358469069004,1.0986247616528999e-05,2257,6588,253299
1,0.0006662250380031765,0.00304592028260231,0.048064470291137695,0.0002267297386424616,6658,2016,253470
1,0.001912723178975284,0.004779013339430094,0.0461990162730217,0.0016685731243342161,1636,1323,259185
2,0.0006662250380031765,0.002343307016417384,0.027701424434781075,0.00019691785564646125,5676,4030,252438
